Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-038415,2014-08,08/22/2014 15:00,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6054,KINGSBURY AVE,46, , ,6055,KINGSBURY,878447.3,1026349
14-039363,2014-08,08/22/2014 15:02,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,310,N 15TH ST,36,CONFLUENCE ACADEMY, ,310,15TH,905455.4,1018670
14-038332,2014-08,08/22/2014 15:52,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5768,W FLORISSANT AVE,72, , ,5768,FLORISSANT,892290.6,1045283
14-038424,2014-08,08/22/2014 16:00,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",604,PINE ST,35, ,3RD LEVEL,604,PINE,908422.1,1017299
14-038462,2014-08,08/22/2014 16:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,6334,MINNIE AVE,76, , ,6334,MINNIE,889183.1,1047695
14-038346,2014-08,08/22/2014 16:15,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3282,JAMIESON AVE,9,CIRCLE K, ,3282,JAMIESON,875303.8,1008788
14-038331,2014-08,08/22/2014 16:20,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,6600,MAURICE AVE,9, , , , ,876821.2,1007962
14-038349,2014-08,08/22/2014 16:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,N 10TH ST / OFALLON ST,62, , , , ,908325.8,1021282
14-038334,2014-08,08/22/2014 16:30,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2116,FARRAR ST,65,SUNROSS AUTO SALES, , , ,904403.1,1029442
14-038342,2014-08,08/22/2014 16:37,Y, , ,1, ,185000,3,DRUGS-OBTAIN BY FRAUD/FORGERY,1530,LAFAYETTE AVE,33, , ,1530,LAFAYETTE,903270.1,1012207
14-038751,2014-08,08/22/2014 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3650,MARKET ST,37, , ,3650,MARKET,895520.9,1018366
14-038983,2014-08,08/22/2014 17:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,701,N 15TH ST,36,CITY MUSEUM, ,701,15TH,905704.1,1019717
14-038934,2014-08,08/22/2014 17:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",3112,MERAMEC ST,17, , ,3112,MERAMEC,895024.6,1000043
14-038768,2014-08,08/22/2014 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,400,N 4TH ST,35, , ,400,4TH,909726.3,1018037
14-038769,2014-08,08/22/2014 17:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,1412,E GANO AVE,66, , ,1200,MARKET,903878,1034581
14-038336,2014-08,08/22/2014 17:23,Y, , ,1, ,250000,4,LOITERING-BEGGING,400,MEMORIAL DR,35, , , , ,909780.8,1017036
14-038507,2014-08,08/22/2014 17:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,939,GOODFELLOW BLVD,48, ,APARTMENT,939,GOODFELLOW,881329.5,1029079
14-038340,2014-08,08/22/2014 17:43,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,6154,WEST PARK AVE,42, ,RESIDENCE,6154,WEST PARK,880273.4,1017079
14-038352,2014-08,08/22/2014 17:49,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,5509,VIRGINIA AVE,1, , ,5509,VIRGINIA,892725.2,994679.9
14-038338,2014-08,08/22/2014 17:53,Y, , ,1, ,250000,4,LOITERING-BEGGING,0,N 3RD ST / DR MARTIN LUTHER KI,35, ,ALIAS 3RD/MLK, , ,909952.6,1019148
14-038431,2014-08,08/22/2014 18:00,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,0,IOWA AVE / UTAH ST,30, , ,2735,UTAH,897889.1,1005907
14-038375,2014-08,08/22/2014 18:00,Y, , ,1, , 51212,4,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,2918,SULLIVAN AVE,59, , ,2918,SULLIVAN,901287.1,1028145
14-038997,2014-08,08/22/2014 18:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",5038,LOUISIANA AVE,16, , ,5038,LOUISIANA,891960.6,996768.1
14-038699,2014-08,08/22/2014 18:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4148,FLAD AVE,27, , ,3815,MAGNOLIA,890783.5,1011874
14-038350,2014-08,08/22/2014 18:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3824,EILER ST,5, , ,2901,OHIO,889143.1,997304.6
14-038397,2014-08,08/22/2014 18:00,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,3653,POTOMAC ST,15, , ,3653,POTOMAC,892893.3,1005291
14-038351,2014-08,08/22/2014 18:08,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3500,RUSSELL AVE,26, , , , ,895058.4,1012009
14-038348,2014-08,08/22/2014 18:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8442,N BROADWAY,74, ,APT 3,8442,BROADWAY,897472.3,1049862
14-038869,2014-08,08/22/2014 18:20,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 8TH ST / CLARK AVE,35, , ,215,8TH,907623,1016269
14-038481,2014-08,08/22/2014 18:30,Y, , ,1, , 73430,1,AUTO THEFT-OTHR VEH/PERM RETNT/JOY RIDE,5326,WINONA AVE,7, , ,5326,WINONA,882402,1004080
14-038353,2014-08,08/22/2014 18:47,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3811,NEOSHO ST,16, , ,3811,NEOSHO,890930.6,999538.8
14-038430,2014-08,08/22/2014 19:00,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,5750,WATERMAN BLVD,46, , ,5750,WATERMAN,881043.8,1025514
14-038440,2014-08,08/22/2014 19:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2903,VICTOR ST,25, , ,2903,VICTOR,897465.5,1010258
14-038357,2014-08,08/22/2014 19:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4270,MANCHESTER AVE,39, ,@SWEETIE PIES,4270,MANCHESTER,889736.4,1017145
14-038791,2014-08,08/22/2014 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3932,OLIVE ST,38, , ,3932,OLIVE,894297.1,1022545
14-038457,2014-08,08/22/2014 19:30,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,4866,PALM ST,55, , ,4866,PALM,891723.3,1034372
14-038485,2014-08,08/22/2014 19:30,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4205,MARYLAND AVE,38, , ,4205,MARYLAND,892155.2,1022665
14-038377,2014-08,08/22/2014 19:45,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4026,SAINT FERDINAND AVE,56, , ,4027,SAINT FERDINAND,896892.6,1027667
14-038361,2014-08,08/22/2014 20:03,Y, , ,1, , 43014,1,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,4660,CHIPPEWA ST,5, , ,4660,CHIPPEWA,885362.3,1003846
14-038376,2014-08,08/22/2014 20:11,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",6216,MORGANFORD RD,5,ADVANCE AUTO PARTS, ,6216,MORGANFORD,885126.4,996550.3
14-038410,2014-08,08/22/2014 20:30,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6465,DEVONSHIRE AVE,8, , ,6465,DEVONSHIRE,876624.9,1003717
14-038362,2014-08,08/22/2014 20:34,Y, , ,1, , 91303,3,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,3934,S GRAND BLVD,16, , ,3934,GRAND,893237.9,1002057
14-038630,2014-08,08/22/2014 21:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6420,LANSDOWNE AVE,8, , ,6420,LANSDOWNE,877083.1,1003804
14-038455,2014-08,08/22/2014 21:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5084,WELLS AVE,51, , ,5084,WELLS,887362.4,1030327
14-038779,2014-08,08/22/2014 21:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4720,MILENTZ AVE,6, , ,4721,MILENTZ,882978.4,998192.3
14-038437,2014-08,08/22/2014 21:00,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5747,NEOSHO ST,7, , ,5747,NEOSHO,879644.4,1002352
14-038370,2014-08,08/22/2014 21:42,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3671,S GRAND BLVD,15, , , , ,893420.3,1004240
14-038629,2014-08,08/22/2014 22:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,999,N 2ND ST,35,HOTEL FOUR SEASONS, ,999,2ND,910439.8,1019433
14-038418,2014-08,08/22/2014 22:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2857,UTAH ST,30, , ,2857,UTAH,896893.5,1006016
14-038441,2014-08,08/22/2014 22:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4227,CLEVELAND AVE,27, , ,4227,CLEVELAND,890144.2,1011809
14-038467,2014-08,08/22/2014 22:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2050,LAFAYETTE AVE,32, ,REAR PARKING LOT,2050,LAFAYETTE,901307.7,1012486
14-038398,2014-08,08/22/2014 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,600,N 4TH ST,35, , , , ,909581.6,1018292
14-038518,2014-08,08/22/2014 22:00,Y, , ,1, ,263120,3,OBSTRUCT GOVRN OP-FALSE REPORT,3004,CHIPPEWA ST,16, , ,3000,CHIPPEWA,896061.4,1002831
14-038429,2014-08,08/22/2014 22:30,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5813,THOLOZAN AVE,14, ,MULTIPLE VEHICLES,5813,THOLOZAN,879700,1005925
14-038474,2014-08,08/22/2014 22:45,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4118,WESTMINSTER PL,38, , ,4118,WESTMINSTER,892922.9,1022865
14-038428,2014-08,08/22/2014 22:45,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4317,HUNT AVE,39, , ,4317,HUNT,889670.3,1016004
14-038387,2014-08,08/22/2014 23:00,Y, , ,1, , 51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,5255,EMERSON AVE,72, ,REAR DOOR,5255,EMERSON,892605.1,1041853
14-038421,2014-08,08/22/2014 23:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,3881,HOLLY HILLS AVE,3, , ,3881,HOLLY HILLS,887639.7,994766.4
14-038753,2014-08,08/22/2014 23:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3131,OLIVE ST,37,DOUBLE APPLE CAFÉ AND HOOKAH LOUNGE, ,3131,OLIVE,898807.7,1020477
14-038379,2014-08,08/22/2014 23:10,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3115,OHIO AVE,30, , ,3507,OHIO,898283.9,1007112
14-038422,2014-08,08/22/2014 23:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5745,JULIAN AVE,48, , ,5745,JULIAN,881959.6,1031199
14-038526,2014-08,08/22/2014 23:30,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6227,DELOR ST,8, , ,6227,DELOR,878237.4,1001885
14-038466,2014-08,08/23/2014 00:01,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4453,GANNETT ST,5, , ,4453,GANNETT,885738.6,1002069
14-038416,2014-08,08/23/2014 00:01,Y, , ,1, , 72130,2,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,5307,CHIPPEWA ST,14, ,REAR,5307,CHIPPEWA,882666.3,1004603
14-038406,2014-08,08/23/2014 00:08,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4414,CLARENCE AVE,68, , ,4414,CLARENCE,897613.9,1035544
14-038602,2014-08,08/23/2014 00:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3556,SHENANDOAH AVE,25, , ,3556,SHENANDOAH,894330.3,1010755
14-038385,2014-08,08/23/2014 00:20,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3054,MARCUS AVE,56, , ,3054,MARCUS,892629.9,1032794
14-038419,2014-08,08/23/2014 00:30,Y, , ,1, , 66601,5,"LARCENY-BICYCLES $500 - $24,999",4049,WEST PINE BLVD,38, , ,4049,WEST PINE,892973.8,1021514
14-038810,2014-08,08/23/2014 00:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4169,FARLIN AVE,68, , ,4169,FARLIN,897620.1,1033110
14-038449,2014-08,08/23/2014 00:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",919,PENDLETON AVE,58, , ,919,PENDLETON,892450.6,1025391
14-038620,2014-08,08/23/2014 00:30,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3932,OLIVE ST,38, , ,3932,OLIVE,894297.1,1022545
14-038390,2014-08,08/23/2014 00:40,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N COMPTON AVE / OLIVE ST,37, , , , ,898574.5,1020432
14-038490,2014-08,08/23/2014 00:45,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",816,GEYER AVE,21,MOLLY S BAR & LOUNGE IN SOULARD, , , ,904769.3,1010363
14-038392,2014-08,08/23/2014 01:00,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2701,OLIVE ST,37, ,IN THE ALLEY, , ,901061.2,1019848
14-038388,2014-08,08/23/2014 01:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1459,HICKORY LN,33,PEABODY HOUSING COMPLEX, ,1459,HICKORY,904245.2,1013903
14-038487,2014-08,08/23/2014 01:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4515,GIBSON AVE,39, , ,4515,GIBSON,888355.7,1018308
14-038389,2014-08,08/23/2014 01:08,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5898,DELMAR BLVD,46,STL GRILLZ, ,5898,DELMAR,880077.9,1027128
14-038445,2014-08,08/23/2014 01:30,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4069,SHENANDOAH AVE,27,THURMAN GRILL, ,4069,SHENANDOAH,891289.7,1011352
14-038399,2014-08,08/23/2014 01:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,999,N 2ND ST,35, ,@HOTEL- FOUR SEASONS,999,2ND,910439.8,1019433
14-038391,2014-08,08/23/2014 01:39,Y, , ,1, , 91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4100,MANCHESTER AVE,39, ,IN ALLEY, , ,891534.1,1017455
14-038393,2014-08,08/23/2014 01:50,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3553,CHOUTEAU AVE,37,RALLY S,@RALLYS- CHOUTEAU, , ,895815.9,1016813
14-038444,2014-08,08/23/2014 02:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4246,W FINNEY AVE,58, , ,4246,FINNEY,893111.3,1025840
14-038396,2014-08,08/23/2014 02:15,Y, , ,1, , 43011,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,1711,BILLUPS AVE,57, , , , ,893671.1,1028010
14-038582,2014-08,08/23/2014 02:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,604,PINE ST,35,KIENER WEST GARAGE, , , ,908422.1,1017299
14-038400,2014-08,08/23/2014 02:51,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1611,HAMILTON AVE,50, , ,4949, ,882454.8,1034517
14-038400,2014-08,08/23/2014 02:51,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1611,HAMILTON AVE,50, , ,4949, ,882454.8,1034517
14-038400,2014-08,08/23/2014 02:51,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1611,HAMILTON AVE,50, , ,4949, ,882454.8,1034517
14-038400,2014-08,08/23/2014 02:51,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1611,HAMILTON AVE,50, , ,4949, ,882454.8,1034517
14-038447,2014-08,08/23/2014 03:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3179,ALFRED AVE,15, , ,3169,ALFRED,887682.6,1008291
14-038402,2014-08,08/23/2014 03:08,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,601,CLARK AVE,35,BALL PARK VILLAGE, ,601,CLARK,908223.8,1016086
14-038403,2014-08,08/23/2014 03:44,Y, , ,1, , 52212,1,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4521,S KINGSHIGHWAY BLVD,7,THE NO SMOKE SHOP, ,4521,KINGSHIGHWAY,884086.8,1002748
14-038407,2014-08,08/23/2014 04:28,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,2253,S GRAND BLVD,27,BOOST MOBILE,STORE NUMBER 1123957,2253,GRAND,894126.1,1011007
14-038408,2014-08,08/23/2014 04:35,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1218,HAMILTON AVE,48, ,APARTMENT COMPLEX PARKIING LOT,1218,HAMILTON,880771.9,1031257
14-038413,2014-08,08/23/2014 05:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5851,HAMPTON AVE,8, , , , ,879006.4,999534.6
14-038412,2014-08,08/23/2014 05:37,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,5243,SOUTHWEST AVE,12,CHEAPY SMOKES,SMALL SPECIALTY STORE,5243,SOUTHWEST,884432.8,1011566
14-038454,2014-08,08/23/2014 07:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7600,HALL ST,79,WORKHOUSE, ,7600,HALL,899461.2,1045874
14-038425,2014-08,08/23/2014 07:40,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3635,VISTA AVE,29, , ,3635,VISTA,894354.8,1015713
14-038747,2014-08,08/23/2014 08:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,4111,MICHIGAN AVE,16, , ,4111,MICHIGAN,894905,1000761
14-038677,2014-08,08/23/2014 08:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1455,PRESERVATION PL,61, , ,1455,PRESERVATION,906689.7,1022067
14-038498,2014-08,08/23/2014 08:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3016,ARSENAL ST,25, , , , ,896529.2,1007821
14-039326,2014-08,08/23/2014 08:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5600,ENRIGHT AVE,48, , ,5600,ENRIGHT,0,0
14-038439,2014-08,08/23/2014 08:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,819,WALL ST,74, ,SINGLE FAMILY,819,WALL,897275.9,1050971
14-038436,2014-08,08/23/2014 08:30,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4660,FARLIN AVE,69, , ,4660,FARLIN,894054.7,1034943
14-038448,2014-08,08/23/2014 09:15,Y, , ,1, , 34111,6,ROBBERY-CONVEN STOR/FIREARM USED/SUCCESS,4129,W FLORISSANT AVE,68,ADELAIDE FOOD MARKET, , , ,900240.3,1034726
14-038451,2014-08,08/23/2014 09:50,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6554,MANCHESTER AVE,10,CLUB FITNESS,PARKING LOT,6554,MANCHESTER,877552.6,1014503
14-038584,2014-08,08/23/2014 10:00,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4656,GRAVOIS AVE,5,MUSTAFA SUPER MART, ,4656,GRAVOIS,887512.3,1001307
14-038450,2014-08,08/23/2014 10:20,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5527,CHIPPEWA ST,14, , ,5527,CHIPPEWA,881149,1004804
14-038446,2014-08,08/23/2014 10:33,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,2517,BLAIR AVE,63, , , , ,906440.2,1025308
14-038453,2014-08,08/23/2014 11:00,Y, , ,1, , 43015,3,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1133,S 9TH ST,34, ,LASALLE PARK, , ,906241.3,1013517
14-038473,2014-08,08/23/2014 11:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4223,COLLEGE AVE,67, , ,4221,COLLEGE,900250.2,1033058
14-038473,2014-08,08/23/2014 11:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4223,COLLEGE AVE,67, , ,4221,COLLEGE,900250.2,1033058
14-038484,2014-08,08/23/2014 11:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,6155,S GRAND BLVD,1,PLANET FITNESS PARKING LOT, ,6155,GRAND,889468,994413.8
14-038453,2014-08,08/23/2014 11:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1133,S 9TH ST,34, ,LASALLE PARK, , ,906241.3,1013517
14-038460,2014-08,08/23/2014 11:30,Y, , ,1, , 32111,6,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,4865,CARTER AVE,69, , ,4865,CARTER,893948.3,1037769
14-038468,2014-08,08/23/2014 11:45,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5870,CLEMENS AVE,48, , ,5870,CLEMENS,880473,1027938
14-038593,2014-08,08/23/2014 11:50,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5904,MINERVA AVE,78, , ,5904,MINERVA,881436.4,1032768
14-039672,2014-08,08/23/2014 12:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5003,MURDOCH AVE,7, , ,5003,MURDOCH,883537.7,1002490
14-038461,2014-08,08/23/2014 12:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,BRANCH ST / I 70 EASTBOUND,65, , , , ,907167.1,1027712
14-038757,2014-08,08/23/2014 12:10,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4502,TOWER GROVE PL,13, , ,4502,TOWER GROVE,887956.8,1011323
14-038459,2014-08,08/23/2014 12:14,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,60,HAMPTON VILLAGE PLZ,7,SCHNUCK S, ,60,HAMPTON VILLAGE,879568.8,1004479
14-038515,2014-08,08/23/2014 13:00,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5120,PENNSYLVANIA AVE,17, ,APT A,5120,PENNSYLVANIA,894522.5,994999.7
14-038472,2014-08,08/23/2014 13:14,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4600,VIRGINIA AVE,16, ,STREET,4600,VIRGINIA,893687.8,997701.2
14-038476,2014-08,08/23/2014 13:15,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,8140,PARKWOOD DR,4, , ,8140,PARKWOOD,881042.3,991420.9
14-038479,2014-08,08/23/2014 13:49,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,5003,NATURAL BRIDGE AVE,70,BP, ,5003,NATURAL BRIDGE,891035.4,1035280
14-038483,2014-08,08/23/2014 14:45,Y, , ,1, , 43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5816,ERA,73, , ,6206,EMMA,0,0
14-038486,2014-08,08/23/2014 15:31,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,4379,W FLORISSANT AVE,68, , , , ,898752.8,1036892
14-038519,2014-08,08/23/2014 16:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,ARSENAL ST / S KINGSHIGHWAY BL,15,TOWER GROVE PARK, , , ,886177,1009211
14-038496,2014-08,08/23/2014 16:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3637,S KINGSHIGHWAY BLVD,14,DOLLAR TREE, ,3637,KINGSHIGHWAY,885275.2,1005019
14-038636,2014-08,08/23/2014 16:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",245,UNION BLVD,47, , ,245,UNION,884322.6,1024279
14-038511,2014-08,08/23/2014 16:10,Y, , ,1, ,264220,1,HEALTH-GLUE SNIFFING,7241,GRAVOIS AVE,6,MCDONALDS,@MCDONALDS - GRAVOIS,7241,GRAVOIS,879164.2,994830.9
14-038495,2014-08,08/23/2014 16:14,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 44 EASTBOUND,11, , , , ,880723.3,1014242
14-038499,2014-08,08/23/2014 16:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6334,MINNIE AVE,76, ,2ND FLOOR,6334,MINNIE,889183.1,1047695
14-038944,2014-08,08/23/2014 16:30,Y, , ,1, , 10000,4,HOMICIDE,4020,GLASGOW AVE,65, ,VACANT LOT, , ,902687.7,1030058
14-038504,2014-08,08/23/2014 16:50,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,3600,PAGE BLVD,77, , , , ,898094.5,1024134
