MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2010-07,07/23/2010 16:48,Y, , ,1, 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",0,I 270 / RIVERVIEW DR,75, , , , ,910845.4,1068605
2010-07,07/23/2010 16:50,Y, , ,1, 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,UNION STATION,36, ,@UNION STATION, , ,903631.4,1018088
2010-07,07/23/2010 17:00,Y, , ,1, 92000,0,SIMPLE ASSAULT-HARRASSMENT,0,UNKNOWN,0, , ,3157,SUBLETTE,0,0
2010-07,07/23/2010 17:00,Y, , ,1, 69702,1,LARCENY-ALL OTHER UNDER $500,7712,MINNESOTA AVE,2, , ,7712,MINNESOTA,888629.8,988275
2010-07,07/23/2010 17:00,Y, , ,1, 69702,3,LARCENY-ALL OTHER UNDER $500,4371,CHIPPEWA ST,15, , ,4371,CHIPPEWA,886958.8,1004112
2010-07,07/23/2010 17:00,Y, , ,1, 52312,9,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4240,DUNCAN AVE,38, , ,4240,DUNCAN,891331.9,1019990
2010-07,07/23/2010 17:05,Y, , ,1,182130,7,DRUGS-POSSESSION/HEROIN,5750,NATURAL BRIDGE AVE,50,MOBIL GAS STATION, ,5750,NATURAL BRIDGE,885556.4,1038533
2010-07,07/23/2010 17:08,Y, , ,1,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,301,PINE ST,35, , , , ,909682.7,1017073
2010-07,07/23/2010 17:15,Y, , ,1, 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1415,HICKORY LN,33,CLINTON/PEABODY HOUSING COMPLEX, ,1415,HICKORY,904393.5,1013855
2010-07,07/23/2010 18:00,Y, , ,1, 69602,9,"LARCENY-ALL OTHER $500 - $24,999",4485,WESTMINSTER PL,38,GREAT CIRCLE,REAR YARD OF BUILDING,4485,WESTMINSTER,890144.2,1024663
2010-07,07/23/2010 18:00,Y, , ,1,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2103,59TH ST,12, ,MUSICIANS ASSOCIATION OF ST. LOUIS,2103,59TH,881613.1,1013642
2010-07,07/23/2010 18:00,Y, , ,1, 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2801,MISSOURI AVE,22, , ,2801,MISSOURI,899794,1008302
2010-07,07/23/2010 18:00,Y, , ,1,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3401,N 9TH ST,64, ,KENDALL EQUIPMENT,3401,9TH,907133.5,1028956
2010-07,07/23/2010 18:00,Y, , ,1, 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3417,OREGON AVE,19, ,VACANT MULTI-FAMILY RESIDENCE,3417,OREGON,896917.9,1005051
2010-07,07/23/2010 18:00,Y, , ,1,142320,9,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4329,FOREST PARK AVE,38, , ,4329,FOREST PARK,890805.1,1021052
2010-07,07/23/2010 18:00,Y, , ,1, 64701,2,LARCENY-FROM MTR VEH UNDER $500,1203,LOUISVILLE AVE,44, , ,1203,LOUISVILLE,877997.5,1017912
2010-07,07/23/2010 18:00,Y, , ,1, 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",2108,FOREST AVE,43, , ,2108,FOREST,875601.3,1014590
2010-07,07/23/2010 18:04,Y, , ,1, 21000,1,RAPE -- FORCIBLE,4600,RIDGEWOOD AVE,5, ,APT 505,4600,RIDGEWOOD,885268.7,1002255
2010-07,07/23/2010 18:22,Y, , ,1, 91113,8,SIMPLE ASSAULT-ADULT/NO INJURY,3114,FAIR AVE,56, , ,3114,FAIR,897220.5,1030429
2010-07,07/23/2010 18:30,Y, , ,1,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1033,SANFORD AVE,42, , ,1033,SANFORD,878633.1,1018739
2010-07,07/23/2010 18:30,Y, , ,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4700,RAY AVE,5, ,STREET,4700,RAY,888429.4,1000205
2010-07,07/23/2010 18:46,Y, , ,1, 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4407,FLORISS PL,69, , ,4408,FLORISS,898455.3,1036808
2010-07,07/23/2010 19:00,Y, , ,1, 67701,2,LARCENY-FROM BUILDING UNDER $500,6301,CHIPPEWA ST,9, ,@INTERNATIONAL HOUSE OF PANCAKES - C,6301,CHIPPEWA,878226.1,1005177
2010-07,07/23/2010 19:00,Y, , ,1, 67701,3,LARCENY-FROM BUILDING UNDER $500,1910,S JEFFERSON AVE,23,RANDALLS WINES AND SPIRITS, ,4539,NEBRASKA,900076.9,1011929
2010-07,07/23/2010 19:00,Y, , ,1, 64701,2,LARCENY-FROM MTR VEH UNDER $500,5343,ROBERT AVE,6, , ,5343,ROBERT,879323.3,996739.5
2010-07,07/23/2010 19:00,Y, , ,1, 64701,2,LARCENY-FROM MTR VEH UNDER $500,6944,ODELL ST,10, , ,6944,ODELL,874740.3,1011283
2010-07,07/23/2010 19:14,Y, , ,1, 41011,7,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5135,NORTHLAND AVE,52, ,REAR ALLEY,5100,NORTHLAND,888631.3,1033125
2010-07,07/23/2010 19:30,Y, , ,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2704,OSAGE ST,16, ,REAR,2704,OSAGE,897320.1,1001088
2010-07,07/23/2010 19:30,Y, , ,1, 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",5400,PENNSYLVANIA AVE,1, ,SINGLE FAMILY HOME,5400,PENNSYLVANIA,894118.3,994264.1
