Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-050310,2015-10,8/14/2015 18:45,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4331,NATURAL BRIDGE AVE,68, , ,4331,NATURAL BRIDGE,895761.7,1032844
15-041196,2015-10,8/15/2015 9:51,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3016,DR MARTIN LUTHER KING DR,59,EXPRESS MARKET, , , ,899989.9,1022411
15-052604,2015-10,8/15/2015 12:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4612,VARRELMANN AVE,5, , ,3157,SUBLETTE,888011.5,1001161
15-052909,2015-10,8/15/2015 17:15,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500,3927,HOLLY HILLS BLVD,80, , ,3927,HOLLY HILLS,887376.8,994749.6
15-041507,2015-10,8/16/2015 23:00,Y, , ,1, ,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",1017,MCLARAN AVE,74, , ,1016,MCLARAN,896382.4,1049377
15-050296,2015-10,8/17/2015 7:00,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",810,N JEFFERSON AVE,36, , ,810,JEFFERSON,902442.3,1020988
15-051148,2015-10,8/17/2015 10:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3934,S GRAND BLVD,16, , ,3934,GRAND,893237.9,1002057
15-054566,2015-10,8/18/2015 15:41,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
15-054796,2015-10,8/19/2015 6:00,Y, , ,1, ,115100,3,FRAUD-STEALING BY DECEIT/OVER $150,3200,SAINT VINCENT AVE,31, , ,3200,SAINT VINCENT,896883.9,1014347
15-050517,2015-10,8/19/2015 10:41,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,14,N KINGSHIGHWAY BLVD,38, , ,14,KINGSHIGHWAY,887352.3,1022449
15-042107,2015-10,8/19/2015 11:37,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,1000,N GRAND BLVD,77, , ,2045,GRAND,897508.7,1022846
15-050940,2015-10,8/19/2015 21:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4118,MINNESOTA AVE,16, , ,4118,MINNESOTA,895410.3,1000627
15-042064,2015-10,8/20/2015 1:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1023,SPRUCE ST,35, , ,1023,SPRUCE,906589.4,1016244
15-054565,2015-10,8/21/2015 22:25,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
15-054651,2015-10,8/23/2015 13:30,Y, , ,1, ,51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5036,SUTHERLAND AVE,7, , ,5036,SUTHERLAND,883294.2,1003320
15-050947,2015-10,8/25/2015 15:58,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500,2328,LOUISIANA AVE,25, ,TWO FAMILY APARTMENT BUILDING,2328,LOUISIANA,895630.6,1010480
15-052561,2015-10,8/26/2015 10:40,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,3732,GRAVOIS AVE,15, , ,3732,GRAVOIS,892289.4,1004342
15-043727,2015-10,8/26/2015 13:00, , , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,220,JEFFERSON,36, , ,220,JEFFERSON,0,0
15-043727,2015-10,8/26/2015 13:00, , , ,-1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,220,JEFFERSON,36, , ,220,JEFFERSON,0,0
15-043207,2015-10,8/26/2015 14:25,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,2800,PESTALOZZI ST,30, ,ON STREET, , ,897798.1,1008384
15-049524,2015-10,8/26/2015 19:40,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,5055,ARSENAL ST,13,SCHNUCKS, ,3430,GRAND,884765.6,1009623
15-054569,2015-10,8/27/2015 15:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1408,N KINGSHIGHWAY BLVD,53, , ,1408,KINGSHIGHWAY,888420.4,1030180
15-043640,2015-10,8/28/2015 11:30, , , ,-1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1535,VERONICA,73, , ,1535,VERONICA,0,0
15-053299,2015-10,8/28/2015 12:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500,1920,KRAFT ST,43, , ,1920,KRAFT,877009.3,1015180
15-043612,2015-10,8/28/2015 14:18,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,150,LACLEDES LANDING,35, , ,999,2ND,0,0
15-051050,2015-10,8/30/2015 5:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2906,SAMUEL SHEPARD DR,37, , ,2906,SAMUEL SHEPARD,900393.5,1020980
15-044091,2015-10,8/30/2015 21:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1501,LOCUST ST,36, , ,1501,LOCUST,905463.8,1019072
15-051153,2015-10,8/30/2015 21:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3934,S GRAND BLVD,16, , ,3934,GRAND,893237.9,1002057
15-054995,2015-10,8/31/2015 14:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,4551,LEWIS PL,54, , ,4551,LEWIS,890912.1,1027343
15-051977,2015-10,8/31/2015 14:15,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3338,S COMPTON AVE,30, , ,3338,COMPTON,895539.5,1005705
15-050377,2015-10,9/1/2015 0:01,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2626,WYOMING ST,30, ,1A,2626,WYOMING,898480.4,1006256
15-044278,2015-10,9/1/2015 11:32,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,2917,ST LOUIS AVE,59, , , , ,900732.9,1027104
15-050782,2015-10,9/1/2015 12:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,5592,BARTMER AVE,48, , ,5592,BARTMER,882981.1,1030016
15-052446,2015-10,9/1/2015 12:00,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5730,PARK LN,73, , ,5730,PARK,891455.8,1047310
15-055193,2015-10,9/1/2015 12:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1655,S JEFFERSON AVE,31, , ,1655,JEFFERSON,899820.8,1012917
15-051185,2015-10,9/1/2015 12:00,Y, , ,1, ,121000,3,EMBEZZLEMENT-VALUE OVER $150,1655,S JEFFERSON AVE,31,MIDWEST PETROLEUM, ,1655,JEFFERSON,899820.8,1012917
15-054057,2015-10,9/1/2015 12:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4676,PAGE BLVD,54,PROPERTY,VACANT RESIDENCE,4676,PAGE,890127.1,1028449
15-052826,2015-10,9/1/2015 13:00,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3926,MINNESOTA AVE,16, , ,3926,MINNESOTA,895599.4,1001826
15-044319,2015-10,9/1/2015 14:45,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,0,N EUCLID AVE / PAGE BLVD,53, , ,4714,VERNON,889025.3,1029105
15-051980,2015-10,9/1/2015 15:50,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,710,N 20TH ST,36, , ,710,20TH,903861.9,1020167
15-052941,2015-10,9/1/2015 16:25,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2722,TEXAS AVE,30, , ,2722,TEXAS,899025.3,1008771
15-044407,2015-10,9/1/2015 23:26,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,956,HAMILTON AVE,48, , ,956,HAMILTON,880401.1,1029594
15-050454,2015-10,9/1/2015 23:29,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,956,HAMILTON AVE,48,HAMILTON APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPORTY,956,HAMILTON,880401.1,1029594
15-053671,2015-10,9/2/2005 0:01,Y, , ,1, ,103000,5,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,5731,WATERMAN BLVD,46, , ,5731,WATERMAN,881267.7,1025698
15-052794,2015-10,9/2/2015 9:45,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
15-055338,2015-10,9/2/2015 12:00,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1717,BIDDLE ST,61, , ,1717,BIDDLE,905470.1,1021695
15-050320,2015-10,9/2/2015 14:00,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3923,CALIFORNIA AVE,16, , ,3923,CALIFORNIA,896720.6,1001671
15-050738,2015-10,9/2/2015 14:30,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
15-044574,2015-10,9/2/2015 16:25,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5518,ETZEL AVE,48, , ,5518,ETZEL,883877.9,1030284
15-044583,2015-10,9/2/2015 16:58,Y, , ,1, ,183250,4,DRUGS-SALE/COCAINE,1915,OLIVE ST,36, ,STREET,1915,OLIVE,903703.7,1019090
15-044962,2015-10,9/2/2015 17:38,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,4059,C D BANKS AVE,58, , ,4059,C D BANKS,894491.6,1025024
15-044634,2015-10,9/2/2015 18:20,Y, , ,1, ,81000,1,ARSON-1ST DEGREE/SUCCESS,4151,BEETHOVEN AVE,5, , ,4201,BEETHOVEN,887997.6,1002607
15-051156,2015-10,9/2/2015 21:12,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3934,S GRAND BLVD,16, , ,3934,GRAND,893237.9,1002057
15-046937,2015-10,9/3/2015 12:00,Y, , ,1, ,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",7410,HALL ST,79, ,@CITY TOW,7410,HALL,899571.8,1044964
15-044839,2015-10,9/3/2015 23:30,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,4900,SAINT LOUIS AVE,55, , ,5825,WATERMAN,890809.9,1033029
15-051173,2015-10,9/4/2015 8:00,Y, , ,1, ,112020,3,FRAUD-CREDIT DEVICE/UNDER $150,2851,NEBRASKA AVE,25,@QUIKTRIP, ,2851,NEBRASKA,897148.5,1008557
15-052046,2015-10,9/4/2015 16:00,Y, , ,1, ,43022,5,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,5800,WESTMINSTER PL,46,LUCIER PARK, ,5800,WESTMINSTER,880458.7,1026534
15-052295,2015-10,9/5/2015 0:01,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,1016,LOUGHBOROUGH AVE,1,OFFICEMAX, ,1016,LOUGHBOROUGH,888489.2,992016.4
15-052426,2015-10,9/5/2015 5:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2607,GRAVOIS AVE,24, , ,2607,GRAVOIS,899242.4,1009280
15-049466,2015-10,9/5/2015 8:00,Y, , ,1, ,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4490,WEST PINE BLVD,38, , ,4490,WEST PINE,889270.1,1022184
15-053316,2015-10,9/5/2015 10:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",7008,JAMIESON AVE,8, , ,7008,JAMIESON,877195.3,997541.2
15-051922,2015-10,9/5/2015 13:15,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,418,S TUCKER BLVD,35,U-HAUL, ,418,TUCKER,906090.9,1016042
15-052795,2015-10,9/5/2015 20:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4567,MCMILLAN AVE,54, , ,4567,MCMILLAN,890538.8,1027072
15-045243,2015-10,9/5/2015 22:00, , , ,-1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,21, , , , ,0,0
15-046225,2015-10,9/5/2015 22:46,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,2511,NATURAL BRIDGE AVE,60,RE RODGERS AUTO AND TIRE, ,2511,NATURAL BRIDGE,903068.1,1028656
15-045393,2015-10,9/7/2015 0:53,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,2005,LOCUST ST,36, ,@PEPPER LOUNGE,2005,LOCUST,903542.1,1019571
15-045417,2015-10,9/7/2015 4:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8125,MICHIGAN AVE,2, , ,8125,MICHIGAN,887214.7,987638.4
15-045544,2015-10,9/7/2015 17:21,Y, , ,1, ,36111,5,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,5010,ENRIGHT AVE,51,FAMILY DOLLAR, ,5010,ENRIGHT,887696.4,1026535
15-050311,2015-10,9/8/2015 7:45,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4024,PALM ST,56, , ,4024,PALM,898278.3,1030828
15-051975,2015-10,9/8/2015 9:30,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2817,MCNAIR AVE,22, , ,2817,MCNAIR,900078.6,1008057
15-045754,2015-10,9/8/2015 14:15,Y, , ,1, ,101000,2,FORGERY,4249,WATSON RD,9,FIRST COMMUNITY CREDIT UNION, ,4249,WATSON,876712.9,1004776
15-050778,2015-10,9/8/2015 18:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
15-045805,2015-10,9/8/2015 21:30,Y, , ,1, ,43201,1,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,1012,LOUGHBOROUGH AVE,1,LOUGHBOROUGH COMMONS,PARKING LOT, , ,888312.1,991745
15-045808,2015-10,9/8/2015 22:40,Y, , ,1, ,36111,2,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,1514,HAMPTON AVE,41,CIRCLE K, ,1514,HAMPTON,880934.9,1016006
15-045862,2015-10,9/9/2015 7:00,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3465,MONTANA ST,16, ,1ST FLOOR,3456,MONTANA,893445.4,1001557
15-050306,2015-10,9/9/2015 7:50,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2000,OBEAR AVE,66, , ,2000,OBEAR,903234.3,1033298
15-052785,2015-10,9/9/2015 9:25,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,6819,GRAVOIS AVE,6, , ,6819,GRAVOIS,881785.9,996839.2
15-045878,2015-10,9/9/2015 9:38,Y, , ,1, ,69602,5,"LARCENY-ALL OTHER $500 - $24,999",2715,N SARAH ST,57,ST MATTHEWS CATHOLIC CHURCH, ,2715,SARAH,896486.2,1028855
15-053509,2015-10,9/9/2015 9:52,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500,4722,VIRGINIA AVE,16,HARBAUGHS HAIR CARE CENTER,HARBAUGHS HAIR CARE CENTER,4722,VIRGINIA,893466.4,996846.1
15-056102,2015-10,9/9/2015 9:57,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3631,GRAVOIS,15, ,@WALGREENS,3631,GRAVOIS,0,0
15-051976,2015-10,9/9/2015 14:00,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,1601,N 13TH ST,63,GATEWAY AUTO MOTORS, ,1601,13TH,907756,1022977
15-045994,2015-10,9/9/2015 18:50,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,1915,OLIVE ST,36, , ,1915,OLIVE,903703.7,1019090
15-046011,2015-10,9/9/2015 19:00,Y, , ,1, ,66601,4,"LARCENY-BICYCLES $500 - $24,999",601,CLARK AVE,35, , ,601,CLARK,908223.8,1016086
15-046029,2015-10,9/9/2015 19:15,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,1627,LOCUST ST,36, , ,1627,LOCUST,904826.6,1019237
15-046000,2015-10,9/9/2015 21:00,Y, , ,1, ,181999,5,DRUGS-MANUFACTURE/OTHR UNSPEC DRUG,1336,WALTON AVE,54, , ,1336,WALTON,889941.5,1029124
15-054799,2015-10,9/9/2015 21:22,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
15-051701,2015-10,9/10/2014 14:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5462,PLOVER AVE,72, ,NUISANCE ABATEMENT PROPERTY,5462,PLOVER,892354.5,1043848
15-046038,2015-10,9/10/2015 3:54,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,882,RIVER RUN CT,75, , ,882,RIVER RUN,898983.8,1054509
15-046042,2015-10,9/10/2015 4:00,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
15-054772,2015-10,9/10/2015 4:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
15-051166,2015-10,9/10/2015 8:00,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5336,WEST AVE,5, , ,5336,WEST,885296.8,1000378
15-046936,2015-10,9/10/2015 10:30,Y, , ,1, ,69703,5,LARCENY-ALL OTH/FRM PRSN/UNDER $500,410,S EUCLID AVE,38,METRO,CENTRAL WEST END METRO LINK STATION,410,EUCLID,887950.6,1020751
15-054755,2015-10,9/10/2015 10:44,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2700,HENRIETTA ST,31, , ,2700,HENRIETTA,899085.4,1013180
15-054993,2015-10,9/10/2015 11:01,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,3260,S KINGSHIGHWAY BLVD,15,ENTERPRISE, ,3260,KINGSHIGHWAY,886068.4,1007486
15-050617,2015-10,9/10/2015 11:21,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3251,TEXAS AVE,30, ,VACANT PROPERTY,3251,TEXAS,898374,1005818
15-046153,2015-10,9/10/2015 15:33,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,6110,DR MARTIN LUTHER KING DR,78, , ,6110,DR MARTIN LUTHER KING,881343.9,1034742
15-051769,2015-10,9/10/2015 17:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,535,BATES ST,1, , ,535,BATES,892471.4,994702.8
15-046204,2015-10,9/10/2015 19:34,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4430,STRODTMAN PL,66, , ,4430,STRODTMAN,903455.6,1032652
15-046224,2015-10,9/10/2015 21:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / SALISBURY ST,65, ,ALIAS EB 70/SALISBURY, , ,906592.7,1029999
15-046239,2015-10,9/10/2015 23:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,5774,GREER AVE,50, , ,5774,GREER,884936.3,1036904
15-046736,2015-10,9/11/2015 12:00,Y, , ,1, ,95100,6,"STALKING (HARASSMENT ONLY, NO THREAT)",4469,HOLLY AVE,68, , ,4469,HOLLY,898195.7,1035747
15-049807,2015-10,9/11/2015 12:55, , , ,-1, ,44012,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",5985,ROMAINE PL,78, , ,5985,ROMAINE,880994.8,1033585
15-046427,2015-10,9/11/2015 21:33,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1419,ANGELICA ST,65, , ,1419,ANGELICA,905146.2,1031474
15-046433,2015-10,9/11/2015 22:57,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,4025,PECK ST,67, , ,4025,PECK,901875.6,1030633
15-046442,2015-10,9/11/2015 23:45,Y, , ,1, ,43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3414,BELL AVE,77, , ,3414,BELL,898245.2,1022624
15-055322,2015-10,9/11/2015 23:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1401,CHOUTEAU AVE,36, ,@AMOCO - 14TH AND CHOUTEAU,1401,CHOUTEAU,904521.8,1014630
15-046442,2015-10,9/11/2015 23:45,Y, , ,1, ,41203,4,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,3414,BELL AVE,77, , ,3414,BELL,898245.2,1022624
15-046446,2015-10,9/12/2015 0:22,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,0,N GRAND BLVD / MONTGOMERY ST,59, , , , ,899404.5,1026696
15-046459,2015-10,9/12/2015 3:00,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4613,RAY AVE,5, , ,4611,RAY,888604.7,1000751
15-046493,2015-10,9/12/2015 7:54,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5163,CLAYTON AVE,38, , ,5163,CLAYTON,886975.8,1019482
15-052128,2015-10,9/12/2015 15:00,Y, , ,1, ,69602,1,"LARCENY-ALL OTHER $500 - $24,999",4611,DELOR ST,5, ,VACANT 2 FAMILY,4611,DELOR,885076.6,1001279
15-046588,2015-10,9/12/2015 20:07,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4949,WEST PINE BLVD,38, ,APARTMENT BUILDING,4949,WEST PINE,887807.4,1022871
15-050732,2015-10,9/13/2015 0:01,Y, , ,1, ,21000,1,RAPE -- FORCIBLE,0,MOUNT PLEASANT ST / PENNSYLVAN,17, , , , ,0,0
15-046630,2015-10,9/13/2015 2:00,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,601,CLARK AVE,35, ,BALLPARK VILLAGE,601,CLARK,908223.8,1016086
15-046640,2015-10,9/13/2015 2:30, , , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1932,WASHINGTON,36, , ,1911,LOCUST,0,0
15-046640,2015-10,9/13/2015 2:30, , , ,-1, ,31311,4,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,1932,WASHINGTON,36, , ,1911,LOCUST,0,0
15-048695,2015-10,9/13/2015 12:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,701,N 15TH ST,36, ,@CITY MUSEUM,701,15TH,905704.1,1019717
15-051163,2015-10,9/13/2015 13:13,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1514,HAMPTON AVE,41,CIRCLE K, ,1514,HAMPTON,880934.9,1016006
15-052025,2015-10,9/13/2015 15:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3644,KOSCIUSKO ST,18, , ,3644,KOSCIUSKO,901120.1,1002738
15-050451,2015-10,9/13/2015 21:22,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3607,HAMILTON AVE,50,VEGAS MOTEL,NUISANCE ABATEMENT PROPERTY,3607,HAMILTON,884714.6,1038923
15-053880,2015-10,9/14/2015 12:00,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,4621,QUINCY ST,4, ,MULTI FAMILY,4621,QUINCY,881813.1,995929.9
15-046924,2015-10,9/14/2015 16:00,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2100,E GRAND BLVD,66, , ,2100,GRAND,903166.9,1032800
15-046939,2015-10,9/14/2015 18:50,Y, , ,1, ,42016,4,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,712,OFALLON ST,62, , ,712,OFALLON,909288.7,1021030
15-047006,2015-10,9/15/2015 6:50, , , ,1, ,43016,3,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,2616,ALHAMBRA,25, , ,2616,ALHAMBRA,0,0
15-047006,2015-10,9/15/2015 6:50, , , ,-1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2616,ALHAMBRA,25, , ,2616,ALHAMBRA,0,0
15-055190,2015-10,9/15/2015 11:38,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3437,MONTANA ST,16, , ,6155,LOUISIANA,893685.9,1001519
15-052412,2015-10,9/15/2015 12:00,Y, , ,1, ,69602,3,"LARCENY-ALL OTHER $500 - $24,999",3010,MIAMI ST,19, ,VACANT RESIDENCE,3010,MIAMI,896028.9,1003968
15-047113,2015-10,9/15/2015 15:36,Y, , ,1, ,41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3460,TENNESSEE AVE,19, , ,3460,TENNESSEE,894430.7,1005018
15-052605,2015-10,9/15/2015 17:00,Y, , ,1, ,43026,3,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,1939,UTAH ST,22, ,SECOND FLOOR,1939,UTAH,900328.8,1005487
15-047135,2015-10,9/15/2015 20:30, , , ,1, ,263120,4,OBSTRUCT GOVRN OP-FALSE REPORT,1926,WARREN,60, , ,1924,WARREN,0,0
15-047135,2015-10,9/15/2015 20:30, , , ,-1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1926,WARREN,60, , ,1924,WARREN,0,0
