Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-052250,2015-10,10/11/2015 17:30,Y, , ,1, ,51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3916,N 21ST ST,65, , ,3916,21ST,904456,1030232
15-051942,2015-10,10/11/2015 18:00,Y, , ,1, ,43015,2,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4360,VISTA AVE,39, ,MULTI- FAMILY DWELLING,4360,VISTA,889234.8,1016069
15-051942,2015-10,10/11/2015 18:00,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4360,VISTA AVE,39, ,MULTI- FAMILY DWELLING,4360,VISTA,889234.8,1016069
15-051936,2015-10,10/11/2015 18:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3831,VIRGINIA AVE,16, , ,3828,LOUISIANA,894530.5,1002620
15-051938,2015-10,10/11/2015 18:15,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4543,NEBRASKA AVE,17, , ,4543,NEBRASKA,895406.2,997668.3
15-051939,2015-10,10/11/2015 18:20,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,9012,HALL ST,79, , ,9012,HALL,899016.1,1053708
15-052034,2015-10,10/11/2015 18:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4715,NATURAL BRIDGE AVE,69, , ,4715,NATURAL BRIDGE,893116.7,1034208
15-051945,2015-10,10/11/2015 18:45,Y, , ,1, ,66701,2,LARCENY-BICYCLES UNDER $500,2851,GRAVOIS AVE,81, , ,2851,GRAND,897916.5,1008451
15-053020,2015-10,10/11/2015 19:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL, ,4949, ,887396.8,1020150
15-051944,2015-10,10/11/2015 19:00,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4099,S COMPTON AVE,16,MARQUETTE PARK, , , ,894416.5,1001306
15-052305,2015-10,10/11/2015 19:00,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3402,KEOKUK ST,16, , ,3402,KEOKUK,894162.3,1002255
15-051943,2015-10,10/11/2015 19:05,Y, , ,1, ,211000,1,DUI-DRVING WHILE INTOXICATED,0,LOUGHBOROUGH AVE / SHARP AVE,4, , , , ,885560.6,993933.3
15-051946,2015-10,10/11/2015 19:15,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5423,CLIFTON AVE,8, , , , ,878152,1000734
15-051947,2015-10,10/11/2015 19:30,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,8128,MINNESOTA AVE,2, , , , ,887605.8,987127.2
15-052122,2015-10,10/11/2015 19:45,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3010,WASHINGTON AVE,37,SALAVATION ARMY HARBOR LIGHT,IN THE COURTYARD,3010,WASHINGTON,899561.6,1020746
15-052017,2015-10,10/11/2015 20:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5909,DRESSELL AVE,70, , ,5909,DRESSELL,885546.2,1039959
15-051952,2015-10,10/11/2015 20:05,Y, , ,1, ,42014,6,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,4847,SAINT LOUIS AVE,55, ,ALIAS 4845 ST LOUIS,4847,SAINT LOUIS,891045.9,1032674
15-051953,2015-10,10/11/2015 20:20,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500,3865,GRAVOIS AVE,15,SHOP N SAVE, , , ,891583.8,1004871
15-051950,2015-10,10/11/2015 20:20,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500,2851,GRAVOIS AVE,24, ,QUICK TRIP,2751,GRAVOIS,897916.5,1008451
15-051951,2015-10,10/11/2015 20:22,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3500,N KINGSHIGHWAY BLVD,55, , ,4841,LEXINGTON,890901.9,1034923
15-051956,2015-10,10/11/2015 20:23,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,60,HAMPTON VILLAGE PLZ,7,SCHNUCKS,@SCHNUCKS - HAMPTON VILLAGE, , ,879568.8,1004479
15-051971,2015-10,10/11/2015 20:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5400,HARNEY AVE,71, , , , ,893577.3,1042416
15-052023,2015-10,10/11/2015 20:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4121,POTOMAC ST,15, , ,4121,POTOMAC,889578,1005700
15-051955,2015-10,10/11/2015 20:43,Y, , ,1, ,31212,2,ROBBERY-HIGHWAY       /KNIFE USED/ATTEMPT,5801,WISE AVE,41, , , , ,881968.8,1017380
15-051954,2015-10,10/11/2015 21:00,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,700,AUBERT AVE,53, , ,700,AUBERT,888168.1,1026179
15-052071,2015-10,10/11/2015 21:00,Y, , ,1, ,71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1100,WASHINGTON AVE,35, , ,1100,WASHINGTON,907252.9,1018795
15-052000,2015-10,10/11/2015 21:00,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",6606,VERMONT AVE,1, , ,6606,VERMONT,890482.2,991911
15-052136,2015-10,10/11/2015 21:00,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500,3171,S GRAND BLVD,15,THE VINE, ,3171,GRAND,893648.5,1007553
15-051965,2015-10,10/11/2015 21:00,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7300,HAMPSHIRE DR,6,PARKSHIRE APARTMENTS, ,7300,HAMPSHIRE,879183.4,995153.1
15-052071,2015-10,10/11/2015 21:00, , , ,-1, ,71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1100,WASHINGTON AVE,35, , ,1100,WASHINGTON,907252.9,1018795
15-051962,2015-10,10/11/2015 21:25,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3318,ILLINOIS AVE,22, , ,3318,ILLINOIS,899813.8,1005249
15-052003,2015-10,10/11/2015 21:30,Y, , ,1, ,65711,4,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,1715,N 20TH ST,60, , ,1715,20TH,904519.9,1023961
15-051967,2015-10,10/11/2015 21:30,Y, , ,1, ,182130,2,DRUGS-POSSESSION/HEROIN,0,IVANHOE AVE / NEOSHO ST,8, , , , ,875617.7,1002729
15-052126,2015-10,10/11/2015 21:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,7052,JAMIESON AVE,8, ,APT C,7052,JAMIESON,877585.7,997225.1
15-051995,2015-10,10/11/2015 21:30,Y, , ,1, ,71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3963,WALSH ST,5, , ,3963,WALSH,888663.8,998789.1
15-051989,2015-10,10/11/2015 21:30,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,4818,WASHINGTON AVE,38, , , , ,888761.9,1025574
15-051963,2015-10,10/11/2015 21:40,Y, , ,1, ,41012,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,3935,COTTAGE AVE,56, ,REAR ALLEY,3935,COTTAGE,897376.9,1027793
15-052170,2015-10,10/11/2015 21:40,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1209,S 14TH ST,33, ,CLINTON PEABODY,1209,14TH,904476.4,1013699
15-051982,2015-10,10/11/2015 21:55,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,0,T E HUNTLEY AVE / WASHINGTON A,37, , , , ,900303.1,1020651
15-052045,2015-10,10/11/2015 22:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,5034,CHRISTY AVE,5, ,APT A,5034,CHRISTY,884410.8,1000981
15-052013,2015-10,10/11/2015 22:00,Y, , ,1, ,65711,5,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,1019,HAMILTON AVE,48, , ,1019,HAMILTON,880264.4,1029923
15-051966,2015-10,10/11/2015 22:05,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3208,WATSON RD,9, , ,3200,WATSON,878449.3,1009088
15-051964,2015-10,10/11/2015 22:07,Y, , ,1, ,41203,6,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,3965,ASHLAND AVE,56, , ,3965,ASHLAND,898279.9,1030255
15-051964,2015-10,10/11/2015 22:07,Y, , ,1, ,41203,6,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,3965,ASHLAND AVE,56, , ,3965,ASHLAND,898279.9,1030255
15-051964,2015-10,10/11/2015 22:07,Y, , ,1, ,41203,6,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,3965,ASHLAND AVE,56, , ,3965,ASHLAND,898279.9,1030255
15-051986,2015-10,10/11/2015 22:17,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,UNION BLVD,52, , , , ,886719.1,1031505
15-051986,2015-10,10/11/2015 22:17,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,UNION BLVD,52, , , , ,886719.1,1031505
15-051986,2015-10,10/11/2015 22:17,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,UNION BLVD,52, , , , ,886719.1,1031505
15-051986,2015-10,10/11/2015 22:17,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,UNION BLVD,52, , , , ,886719.1,1031505
15-051970,2015-10,10/11/2015 22:20,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
15-051974,2015-10,10/11/2015 22:30,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",214,BATES ST,1, , ,214,BATES,893508.2,993785.8
15-052001,2015-10,10/11/2015 22:30,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5070,PERNOD AVE,14, , ,5070,PERNOD,883491.3,1005555
15-051974,2015-10,10/11/2015 22:30,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",214,BATES ST,1, , ,214,BATES,893508.2,993785.8
15-052031,2015-10,10/11/2015 22:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1326,WASHINGTON AVE,36, , ,1326,WASHINGTON,906055.1,1019109
15-052004,2015-10,10/11/2015 23:00,Y, , ,1, ,51330,2,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,4344,OLEATHA AVE,15, ,ATTEMPT BURGLARY,4344,OLEATHA,887635.9,1005481
15-051969,2015-10,10/11/2015 23:15,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3300,S KINGSHIGHWAY BLVD,15, ,ON STREET,3300,KINGSHIGHWAY,885993.2,1007022
15-051981,2015-10,10/11/2015 23:25,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,6900,SOUTHWEST AVE,10, , ,6900,SOUTHWEST,875077.7,1012061
15-052329,2015-10,10/11/2015 23:30,Y, , ,1, ,66701,5,LARCENY-BICYCLES UNDER $500,5956,PERSHING AVE,46, , ,5956,PERSHING,878953.4,1025254
15-051979,2015-10,10/11/2015 23:38,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2346,KLEMM ST,27, ,ON STREET, , ,890416.8,1010854
15-051983,2015-10,10/11/2015 23:53,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5100,RAYMOND AVE,51, , , , ,886921.3,1028214
14-047420,2015-10,10/12/2014 3:04,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,921,S VANDEVENTER AVE,39, , ,921,VANDEVENTER,892021.8,1017877
15-052367,2015-10,10/12/2015 0:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-052368,2015-10,10/12/2015 0:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-051984,2015-10,10/12/2015 0:01,Y, , ,1, ,42014,3,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,3700,S BROADWAY,18, , , , ,898983.9,1002912
15-051985,2015-10,10/12/2015 0:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3212,GREER AVE,59, , ,3212,GREER,900725.3,1028064
15-051992,2015-10,10/12/2015 1:00,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1530,S 7TH ST,20,CUZ, ,5931,PERSHING,906237.8,1011521
15-051987,2015-10,10/12/2015 1:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5977,N CUBA CT,11,NA,SINGLE-FAMILY RESIDENCE,5977,CUBA,880389,1010516
15-052051,2015-10,10/12/2015 1:15,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1311,N 9TH ST,62,COCHRAN HOUSING COMPLEX, ,131,9TH,908605.4,1021005
15-051988,2015-10,10/12/2015 1:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1211,CHOUTEAU AVE,36, , , , ,905285.9,1014430
15-051990,2015-10,10/12/2015 1:50,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5445,UNION BLVD,71, , ,5445,UNION,894209.2,1041796
15-051991,2015-10,10/12/2015 2:30,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,7147,MANCHESTER AVE,43,CUSUMANO S PIZZA AND SPORTS CAFE,SIDEWALK, , ,873912.8,1013083
15-052041,2015-10,10/12/2015 3:00,Y, , ,1, ,52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,2709,DR MARTIN LUTHER KING DR,59, , ,2709,DR MARTIN LUTHER KING,901772.4,1021451
15-052011,2015-10,10/12/2015 3:34,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1641,S KINGSHIGHWAY BLVD,12, , ,1641,KINGSHIGHWAY,886712.8,1014540
15-052011,2015-10,10/12/2015 3:34,Y, , ,1, ,72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1641,S KINGSHIGHWAY BLVD,12, , ,1641,KINGSHIGHWAY,886712.8,1014540
15-052597,2015-10,10/12/2015 4:00,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3607,HAMILTON AVE,50, , ,4021,LABADIE,884714.6,1038923
15-052039,2015-10,10/12/2015 5:30,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3915,MICHIGAN AVE,16, , ,3915,MICHIGAN,895104.3,1002015
15-051997,2015-10,10/12/2015 5:52,Y, , ,1, ,42011,3,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3522,ARKANSAS AVE,19, , ,3522,ARKANSAS,894056.2,1004776
15-052021,2015-10,10/12/2015 5:57,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,115,S MEMORIAL DR,35, ,@HOTEL- HYATT REGENCY,315,CHESTNUT,909180.7,1015742
15-052120,2015-10,10/12/2015 6:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2360,59TH ST,12, , ,2360,59TH,881806.9,1012148
15-051999,2015-10,10/12/2015 6:56,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1610,OLIVE ST,36,CENTINARY CHURCH, ,1610,OLIVE,904990.8,1018745
15-052002,2015-10,10/12/2015 7:00,Y, , ,1, ,52130,6,BURGLARY-BUSINESS/DAY/ATTEMPT FORCIBLE ENTRY,4108,W FLORISSANT AVE,68, , ,4108,FLORISSANT,900167.4,1034450
15-053372,2015-10,10/12/2015 7:30,Y, , ,1, ,65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,3625,MINNESOTA,0,0
15-052029,2015-10,10/12/2015 7:30,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7604,MICHIGAN AVE,2,CARONDELET LEADERSHIP ACADEMY, ,7604,MICHIGAN,888640.9,988708.4
15-052006,2015-10,10/12/2015 7:45,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ADELAIDE AVE / VON PHUL ST,66, , , , ,902465.9,1036302
15-052211,2015-10,10/12/2015 8:00,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4833,ANDERSON AVE,69, , ,4833,ANDERSON,893956.2,1037033
15-052007,2015-10,10/12/2015 8:10,Y, , ,1, ,51111,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,1916,ANGELICA ST,65, , ,1916,ANGELICA,904585.3,1031032
15-052018,2015-10,10/12/2015 8:43,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / MAURY AVE,15, , , , ,886845.3,1009272
15-052135,2015-10,10/12/2015 8:45,Y, , ,1, ,51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,265,UNION BLVD,47, , ,275,UNION,884536.7,1024563
15-052158,2015-10,10/12/2015 8:45,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2009,LYNCH ST,22, ,DOWNSTAIRS APT,2009,LYNCH,900594.7,1008155
15-053485,2015-10,10/12/2015 9:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,3258,VOERSTER AVE,14, , ,3258,VOERSTER,882268.6,1008102
15-052095,2015-10,10/12/2015 9:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,3114,FRANKLIN AVE,59,METROPOLITAN VILLAGE APARTMENTS,REAR,3114,FRANKLIN,899509.6,1021943
15-052030,2015-10,10/12/2015 9:26,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,600,WASHINGTON AVE,35, ,.0., , ,908954.4,1018431
15-052024,2015-10,10/12/2015 9:35,Y, , ,1, ,65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",925,CHOUTEAU AVE,34, , ,825,CHOUTEAU,906376.2,1014121
15-052033,2015-10,10/12/2015 9:41,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5239,W FLORISSANT AVE,71, , ,4532,DRYDEN,894815,1041723
15-052035,2015-10,10/12/2015 9:50,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1406,CHOUTEAU AVE,33, , , , ,904719.3,1014572
15-053039,2015-10,10/12/2015 10:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,5111,RAYMOND AVE,51, , ,5111,RAYMOND,886874.6,1028410
15-052038,2015-10,10/12/2015 10:15,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2318,UNION BLVD,52, ,ALLEY,5216,WABADA,887387.7,1032667
15-052072,2015-10,10/12/2015 10:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,3481,DELMAR BLVD,77, , , , ,897698.3,1022050
15-054549,2015-10,10/12/2015 10:39,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
15-052040,2015-10,10/12/2015 10:39,Y, , ,1, ,182130,2,DRUGS-POSSESSION/HEROIN,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
15-052054,2015-10,10/12/2015 11:00,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500,3024,S GRAND BLVD,25, , ,3024,GRAND,893961.4,1008729
15-052235,2015-10,10/12/2015 11:00,Y, , ,1, ,66701,5,LARCENY-BICYCLES UNDER $500,4164,WEST PINE BLVD,38, , ,4164,WEST PINE,892000.5,1021471
15-052064,2015-10,10/12/2015 11:06,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,FAIR AVE / W NATURAL BRIDGE AV,56, , , , ,897613.6,1031635
15-052060,2015-10,10/12/2015 11:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,1331,N 14TH ST,61, , ,1331,14TH,906807.5,1021941
15-052058,2015-10,10/12/2015 11:54,Y, , ,1, ,41021,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,401,HOLLY HILLS AVE,1, , , , ,891457,992100.2
15-052058,2015-10,10/12/2015 11:54,Y, , ,1, ,41021,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,401,HOLLY HILLS AVE,1, , , , ,891457,992100.2
15-052058,2015-10,10/12/2015 11:54,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,401,HOLLY HILLS AVE,1, , , , ,891457,992100.2
15-052102,2015-10,10/12/2015 11:55,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",1,FINE ARTS DR,82, ,@FOREST PARK - ART MUSEUM,1,FINE ARTS,878856.8,1021748
15-052134,2015-10,10/12/2015 12:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,6617,WELLS DR,82, ,JKF MEMORIAL FOREST,1,GOVERNMENT,877805.1,1020235
15-052139,2015-10,10/12/2015 12:00,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500,5900,NATURAL BRIDGE AVE,50, , , , ,885004.9,1039019
15-052065,2015-10,10/12/2015 12:04,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4300,W FLORISSANT AVE,68,O FALLON PARK,O FALLON PARK, , ,0,0
15-052070,2015-10,10/12/2015 12:26,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3314,BELT AVE,50, ,APT 1ST FLOOR,3314,BELT,887294.9,1036272
15-053564,2015-10,10/12/2015 12:39,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3501,MIAMI ST,19, , ,3501,MIAMI,893861,1004500
15-052177,2015-10,10/12/2015 13:00,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1503,PARK AVE,33,OLD FRENCHTOWN APARTMENTS, ,1503,PARK,903776.8,1013299
15-052073,2015-10,10/12/2015 13:20,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5015,BANCROFT AVE,7, , ,5015,BANCROFT,883585.9,1003787
15-052075,2015-10,10/12/2015 13:24,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3110,BRANTNER PL,59, , ,3110,BRANTNER,899318.8,1023900
15-052087,2015-10,10/12/2015 13:30,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,CHILDRENS PL,38, ,@CHILDRENS HOSP,400,KINGSHIGHWAY,887975.4,1020896
15-052076,2015-10,10/12/2015 13:30,Y, , ,1, ,43202,5,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE,1459,GOODFELLOW BLVD,78, ,STREET,1459,GOODFELLOW,882881.7,1033287
15-052208,2015-10,10/12/2015 13:30,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,911,OLIVE ST,35, , ,911,OLIVE,907715.6,1018136
15-052087,2015-10,10/12/2015 13:30,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,CHILDRENS PL,38, ,@CHILDRENS HOSP,400,KINGSHIGHWAY,887975.4,1020896
15-052127,2015-10,10/12/2015 13:45,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,6589,GOVERNMENT DR,82, , ,1,GOVERNMENT,878058.6,1021062
15-052081,2015-10,10/12/2015 13:47,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BATES ST / IDAHO AVE,1, ,AT INTERSECTION, , ,891709.3,995160.5
15-052124,2015-10,10/12/2015 14:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,0,GOVERNMENT DR / WELLS DR,82, , ,1,GOVERNMENT,876958.4,1019821
15-052085,2015-10,10/12/2015 14:10,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,6574,MANCHESTER AVE,10,DOLLAR GENERAL, , , ,877400,1014437
15-052086,2015-10,10/12/2015 14:10,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,1008,LOUGHBOROUGH AVE,1, ,@BREAD COMPANY - LOUGHBOROUGH,1008,LOUGHBOROUGH,888490,992015.8
15-052086,2015-10,10/12/2015 14:10,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,1008,LOUGHBOROUGH AVE,1, ,@BREAD COMPANY - LOUGHBOROUGH,1008,LOUGHBOROUGH,888490,992015.8
15-052082,2015-10,10/12/2015 14:11,Y, , ,1, ,250000,4,LOITERING-BEGGING,0,N 3RD ST / CARR ST,35, , , , ,909973.4,1019846
15-052084,2015-10,10/12/2015 14:46,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1601,OLIVE ST,36, , , , ,904952.7,1018809
15-052796,2015-10,10/12/2015 15:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,DELMAR BLVD / N JEFFERSON AVE,37, , , , ,902243.8,1020820
15-052213,2015-10,10/12/2015 15:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,4000,BLAINE AVE,28, , ,4000,BLAINE,892474.9,1014629
15-052091,2015-10,10/12/2015 15:01,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,1315,WASHINGTON AVE,36, , ,1315,WASHINGTON,906240.7,1019290
15-052097,2015-10,10/12/2015 15:10,Y, , ,1, ,31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1300,LUCAS AVE,36, , ,721,LOCUST,906443.8,1019367
